Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,feature_1,feature_2,feature_3,feature_4
L,302.4,310.2,2224,16.0,154,0,93804.48,139.0,342496,2464.0
L,302.5,310.2,1716,29.9,156,0,93835.5,57.39130434782609,267696,4664.4
L,302.5,310.3,1584,35.5,158,0,93865.75,44.61971830985915,250272,5609.0
M,302.5,310.3,1488,41.8,160,0,93865.75,35.59808612440192,238080,6688.0
L,302.4,310.3,1374,51.2,163,1,93834.72,26.8359375,223962,8345.6
M,302.4,310.3,1378,54.3,165,1,93834.72,25.37753222836096,227370,8959.5
L,302.5,310.3,1551,37.3,168,0,93865.75,41.58176943699732,260568,6266.4
L,302.5,310.3,1549,40.9,170,0,93865.75,37.872860635696824,263330,6953.0
M,302.5,310.3,1447,39.2,172,0,93865.75,36.91326530612245,248884,6742.400000000001
L,302.4,310.2,1400,53.7,175,0,93804.48,26.070763500931097,245000,9397.5
L,302.4,310.1,1401,48.8,177,0,93774.24,28.709016393442624,247977,8637.6
H,302.4,310.1,1597,28.9,179,0,93774.24,55.25951557093426,285863,5173.099999999999
L,302.3,310.1,1487,46.0,184,0,93743.23000000001,32.32608695652174,273608,8464.0
M,302.5,310.3,1710,27.3,186,0,93865.75,62.637362637362635,318060,5077.8
L,302.6,310.4,1478,47.7,189,0,93927.04,30.985324947589096,279342,9015.300000000001
L,302.6,310.4,1743,26.3,191,0,93927.04,66.27376425855513,332913,5023.3
L,302.6,310.5,1596,32.8,193,0,93957.3,48.65853658536586,308028,6330.4
L,302.7,310.5,1642,30.8,195,0,93988.34999999999,53.31168831168831,320190,6006.0
L,302.7,310.5,1263,67.8,197,1,93988.34999999999,18.628318584070797,248811,13356.599999999999
L,302.8,310.6,2016,19.9,199,0,94049.68000000001,101.30653266331659,401184,3960.1
L,302.8,310.6,1671,30.5,201,0,94049.68000000001,54.78688524590164,335871,6130.5
L,302.8,310.6,1404,43.2,203,0,94049.68000000001,32.5,285012,8769.6
L,302.8,310.6,1470,41.1,205,0,94049.68000000001,35.76642335766423,301350,8425.5
L,302.8,310.6,1617,37.9,207,0,94049.68000000001,42.66490765171504,334719,7845.299999999999
L,302.7,310.5,1725,29.0,209,0,93988.34999999999,59.48275862068966,360525,6061.0
L,302.7,310.5,1446,40.9,211,1,93988.34999999999,35.354523227383865,305106,8629.9
L,302.7,310.6,1564,34.3,0,0,94018.62000000001,45.59766763848397,0,0.0
L,302.8,310.6,1670,29.1,2,0,94049.68000000001,57.388316151202744,3340,58.2
L,302.7,310.6,1501,48.7,4,0,94018.62000000001,30.821355236139627,6004,194.8
L,302.7,310.5,1551,35.9,6,0,93988.34999999999,43.203342618384404,9306,215.39999999999998
L,302.7,310.5,1563,35.0,8,0,93988.34999999999,44.65714285714286,12504,280.0
L,302.7,310.5,1351,41.8,10,1,93988.34999999999,32.32057416267943,13510,418.0
L,302.6,310.4,1415,52.1,12,0,93927.04,27.15930902111324,16980,625.2
L,302.6,310.3,1647,34.2,14,0,93896.78000000001,48.1578947368421,23058,478.80000000000007
L,302.5,310.2,1477,41.6,16,0,93835.5,35.50480769230769,23632,665.6
L,302.6,310.2,1923,21.5,18,0,93866.52,89.44186046511628,34614,387.0
H,302.7,310.4,1305,55.2,20,1,93958.07999999999,23.641304347826086,26100,1104.0
M,302.6,310.4,1544,35.1,25,0,93927.04,43.988603988603984,38600,877.5
H,302.7,310.5,1568,36.9,28,0,93988.34999999999,42.493224932249326,43904,1033.2
L,302.7,310.4,1489,42.7,33,0,93958.07999999999,34.8711943793911,49137,1409.1000000000001
M,302.6,310.4,1451,43.1,35,0,93927.04,33.66589327146171,50785,1508.5
L,302.7,310.4,1542,35.7,38,0,93958.07999999999,43.193277310924366,58596,1356.6000000000001
M,302.6,310.5,1965,20.2,40,0,93957.3,97.27722772277228,78600,808.0
L,302.5,310.5,1436,36.5,43,0,93926.25,39.342465753424655,61748,1569.5
M,302.5,310.4,1509,37.6,45,0,93896.0,40.13297872340426,67905,1692.0
L,302.5,310.4,1487,40.2,48,0,93896.0,36.99004975124378,71376,1929.6000000000001
L,302.5,310.4,1967,20.3,50,0,93896.0,96.89655172413792,98350,1015.0
H,302.6,310.4,1409,53.3,52,0,93927.04,26.435272045028142,73268,2771.6
M,302.6,310.5,1420,56.4,57,0,93957.3,25.177304964539008,80940,3214.7999999999997
L,302.7,310.5,1511,37.7,60,0,93988.34999999999,40.07957559681697,90660,2262.0
H,302.6,310.4,1649,30.1,62,0,93927.04,54.78405315614618,102238,1866.2
L,302.6,310.4,1359,57.2,67,1,93927.04,23.758741258741257,91053,3832.4
M,302.5,310.4,1605,36.0,69,0,93896.0,44.583333333333336,110745,2484.0
L,302.5,310.3,1523,36.0,72,0,93865.75,42.30555555555556,109656,2592.0
H,302.6,310.4,1614,36.0,74,0,93927.04,44.833333333333336,119436,2664.0
H,302.6,310.3,1721,27.4,79,0,93896.78000000001,62.81021897810219,135959,2164.6
L,302.6,310.4,1638,36.2,84,0,93927.04,45.248618784530386,137592,3040.8
L,302.5,310.2,1307,54.0,86,1,93835.5,24.203703703703702,112402,4644.0
L,302.4,310.2,1642,28.3,88,0,93804.48,58.02120141342756,144496,2490.4
M,302.5,310.2,1751,30.5,90,0,93835.5,57.40983606557377,157590,2745.0
L,302.4,310.1,1645,31.6,93,0,93774.24,52.05696202531645,152985,2938.8
L,302.4,310.1,1426,46.8,95,0,93774.24,30.470085470085472,135470,4446.0
M,302.4,310.1,1520,36.6,97,0,93774.24,41.53005464480874,147440,3550.2000000000003
L,302.4,310.1,1709,31.8,100,0,93774.24,53.742138364779876,170900,3180.0
L,302.4,310.0,1426,46.6,102,0,93744.0,30.600858369098713,145452,4753.2
L,302.4,310.1,1429,43.7,104,0,93774.24,32.70022883295194,148616,4544.8
L,302.4,310.2,1346,62.4,106,1,93804.48,21.57051282051282,142676,6614.4
L,302.5,310.2,1454,43.0,108,0,93835.5,33.81395348837209,157032,4644.0
M,302.5,310.3,1411,49.5,110,0,93865.75,28.505050505050505,155210,5445.0
L,302.4,310.3,1900,24.4,113,0,93834.72,77.8688524590164,214700,2757.2
L,302.4,310.3,1479,36.2,115,0,93834.72,40.856353591160214,170085,4163.0
L,302.5,310.4,1415,48.2,117,0,93896.0,29.356846473029044,165555,5639.400000000001
L,302.5,310.3,1539,39.0,119,0,93865.75,39.46153846153846,183141,4641.0
L,302.4,310.3,1520,31.6,121,0,93834.72,48.10126582278481,183920,3823.6000000000004
L,302.4,310.3,1480,45.8,123,0,93834.72,32.314410480349345,182040,5633.4
L,302.4,310.4,1666,29.7,125,0,93864.95999999999,56.0942760942761,208250,3712.5
L,302.4,310.4,1456,47.6,127,0,93864.95999999999,30.588235294117645,184912,6045.2
L,302.4,310.4,1865,23.9,129,0,93864.95999999999,78.03347280334728,240585,3083.1
M,302.5,310.5,1918,21.6,131,0,93926.25,88.79629629629629,251258,2829.6000000000004
L,302.5,310.4,1488,48.4,134,0,93896.0,30.743801652892564,199392,6485.599999999999
M,302.5,310.5,1527,38.8,136,0,93926.25,39.355670103092784,207672,5276.799999999999
M,302.4,310.4,1463,42.2,139,0,93864.95999999999,34.66824644549763,203357,5865.8
L,302.4,310.4,1521,38.5,142,0,93864.95999999999,39.506493506493506,215982,5467.0
M,302.4,310.5,1372,45.7,144,1,93895.2,30.021881838074396,197568,6580.8
L,302.5,310.5,1507,39.5,147,0,93926.25,38.151898734177216,221529,5806.5
M,302.4,310.4,1586,34.3,149,0,93864.95999999999,46.23906705539359,236314,5110.7
L,302.5,310.4,1487,42.0,152,0,93896.0,35.404761904761905,226024,6384.0
L,302.5,310.5,1520,41.2,154,0,93926.25,36.89320388349514,234080,6344.8
H,302.5,310.4,1422,41.9,156,0,93896.0,33.937947494033416,221832,6536.4
M,302.4,310.3,1375,52.5,161,1,93834.72,26.19047619047619,221375,8452.5
L,302.4,310.2,1633,28.0,164,0,93804.48,58.32142857142857,267812,4592.0
L,302.4,310.2,1503,36.2,166,0,93804.48,41.51933701657458,249498,6009.200000000001
L,302.4,310.2,1351,45.1,168,1,93804.48,29.955654101995563,226968,7576.8
L,302.3,310.2,1548,35.3,170,0,93773.46,43.85269121813032,263160,6000.999999999999
L,302.4,310.3,1923,23.3,172,0,93834.72,82.53218884120172,330756,4007.6
L,302.5,310.3,1592,32.6,174,0,93865.75,48.83435582822086,277008,5672.400000000001
M,302.5,310.4,1580,35.6,176,0,93896.0,44.38202247191011,278080,6265.6
L,302.5,310.4,1427,46.8,179,0,93896.0,30.491452991452995,255433,8377.199999999999
M,302.5,310.4,1581,32.7,181,0,93896.0,48.348623853211,286161,5918.700000000001
M,302.6,310.5,1542,39.9,184,0,93957.3,38.64661654135338,283728,7341.599999999999
L,302.5,310.4,1349,55.1,187,1,93896.0,24.482758620689655,252263,10303.7
L,302.5,310.5,1463,43.0,189,0,93926.25,34.02325581395349,276507,8127.0
M,302.5,310.4,1429,43.2,191,0,93896.0,33.0787037037037,272939,8251.2
M,302.5,310.4,1451,53.6,194,0,93896.0,27.07089552238806,281494,10398.4
L,302.6,310.5,1511,37.2,197,0,93957.3,40.61827956989247,297667,7328.400000000001
L,302.6,310.6,1549,37.5,199,0,93987.56000000001,41.306666666666665,308251,7462.5
M,302.5,310.5,1507,40.2,201,0,93926.25,37.48756218905472,302907,8080.200000000001
M,302.6,310.5,1524,33.7,204,0,93957.3,45.22255192878338,310896,6874.8
M,302.7,310.5,1880,22.7,207,0,93988.34999999999,82.8193832599119,389160,4698.9
L,302.6,310.5,1461,45.4,0,0,93957.3,32.180616740088105,0,0.0
L,302.6,310.5,1748,28.2,2,0,93957.3,61.98581560283688,3496,56.4
L,302.7,310.6,1690,26.7,4,0,94018.62000000001,63.29588014981274,6760,106.8
M,302.7,310.6,1349,51.2,6,1,94018.62000000001,26.34765625,8094,307.20000000000005
L,302.7,310.6,1686,26.3,9,0,94018.62000000001,64.10646387832699,15174,236.70000000000002
L,302.7,310.7,1369,47.5,11,1,94048.89,28.821052631578947,15059,522.5
L,302.7,310.7,1433,43.7,13,0,94048.89,32.79176201372997,18629,568.1
L,302.7,310.7,1597,41.9,15,0,94048.89,38.1145584725537,23955,628.5
L,302.9,310.8,1610,32.2,17,0,94141.31999999999,49.99999999999999,27370,547.4000000000001
L,302.7,310.7,1398,57.7,19,0,94048.89,24.228769497400346,26562,1096.3
L,302.7,310.7,1977,20.0,21,0,94048.89,98.85,41517,420.0
L,302.8,310.8,1516,39.5,23,0,94110.24,38.379746835443036,34868,908.5
H,302.7,310.8,1275,55.0,25,1,94079.16,23.181818181818183,31875,1375.0
L,302.8,310.8,1402,50.5,30,0,94110.24,27.762376237623762,42060,1515.0
M,302.8,310.8,1451,44.7,32,0,94110.24,32.46085011185682,46432,1430.4
M,302.7,310.8,1555,36.1,35,0,94079.16,43.07479224376731,54425,1263.5
L,302.8,310.9,1636,35.0,38,0,94140.51999999999,46.74285714285714,62168,1330.0
L,302.8,310.9,1312,52.2,40,1,94140.51999999999,25.134099616858236,52480,2088.0
L,302.8,310.9,1708,29.8,42,0,94140.51999999999,57.31543624161074,71736,1251.6000000000001
M,302.9,311.0,1556,36.5,44,0,94201.9,42.63013698630137,68464,1606.0
H,302.8,311.0,1436,43.5,47,0,94170.8,33.01149425287356,67492,2044.5
M,302.9,311.0,1402,40.7,52,0,94201.9,34.44717444717445,72904,2116.4
M,302.9,311.0,1437,49.9,55,0,94201.9,28.79759519038076,79035,2744.5
M,302.9,311.1,1926,21.8,58,0,94232.19,88.34862385321101,111708,1264.4
L,303.0,311.2,1800,23.7,61,0,94293.59999999999,75.9493670886076,109800,1445.7
L,303.0,311.2,1641,32.6,63,0,94293.59999999999,50.33742331288343,103383,2053.8
L,303.0,311.2,1374,48.2,65,1,94293.59999999999,28.50622406639004,89310,3133.0
L,303.0,311.2,1494,37.0,67,0,94293.59999999999,40.37837837837838,100098,2479.0
L,303.0,311.2,1601,32.9,69,0,94293.59999999999,48.66261398176292,110469,2270.1
L,302.9,311.2,1634,36.9,71,0,94262.48,44.28184281842819,116014,2619.9
M,302.9,311.2,1467,37.7,73,0,94262.48,38.91246684350132,107091,2752.1000000000004
L,302.8,311.1,1550,32.3,76,0,94201.08000000002,47.98761609907121,117800,2454.7999999999997
L,302.8,311.1,1563,32.2,78,0,94201.08000000002,48.54037267080745,121914,2511.6000000000004
L,302.7,310.9,1395,48.3,80,0,94109.43,28.88198757763975,111600,3864.0
M,302.8,311.0,1507,33.4,82,0,94170.8,45.119760479041915,123574,2738.7999999999997
L,302.8,311.0,1564,38.5,85,0,94170.8,40.62337662337662,132940,3272.5
L,302.8,311.1,1721,30.0,87,0,94201.08000000002,57.36666666666667,149727,2610.0
L,302.8,311.1,1456,36.1,89,0,94201.08000000002,40.33240997229917,129584,3212.9
H,302.9,311.2,2102,17.8,91,0,94262.48,118.08988764044943,191282,1619.8
L,302.9,311.1,1555,33.9,96,0,94232.19,45.87020648967552,149280,3254.3999999999996
L,303.0,311.2,1409,41.9,98,0,94293.59999999999,33.627684964200476,138082,4106.2
M,303.0,311.2,1387,41.4,100,0,94293.59999999999,33.5024154589372,138700,4140.0
M,303.0,311.2,1460,43.9,103,0,94293.59999999999,33.25740318906606,150380,4521.7
L,303.0,311.2,1361,47.6,106,1,94293.59999999999,28.592436974789916,144266,5045.6
M,303.0,311.1,1490,43.0,108,0,94263.3,34.651162790697676,160920,4644.0
L,303.1,311.2,1399,49.2,111,0,94324.72,28.434959349593495,155289,5461.200000000001
L,303.1,311.1,1420,55.8,113,0,94294.41000000002,25.448028673835125,160460,6305.4
L,303.0,311.0,1359,44.2,115,1,94233.0,30.746606334841626,156285,5083.0
M,303.0,311.1,1372,54.3,117,1,94263.3,25.2670349907919,160524,6353.099999999999
M,303.0,311.0,1409,41.7,120,0,94233.0,33.78896882494004,169080,5004.0
H,302.9,311.0,1452,58.3,123,0,94201.9,24.90566037735849,178596,7170.9
L,302.9,311.0,1820,24.6,128,0,94201.9,73.98373983739837,232960,3148.8
H,302.9,311.0,1469,48.7,130,0,94201.9,30.164271047227924,190970,6331.0
L,302.9,311.1,1556,45.3,135,0,94232.19,34.34878587196468,210060,6115.5
L,303.0,311.1,1980,20.2,137,0,94263.3,98.01980198019803,271260,2767.4
M,303.0,311.2,1519,38.0,139,0,94293.59999999999,39.973684210526315,211141,5282.0
L,303.0,311.2,1456,44.0,142,0,94293.59999999999,33.09090909090909,206752,6248.0
L,303.1,311.2,1394,45.3,144,0,94324.72,30.77262693156733,200736,6523.2
L,303.0,311.3,1365,56.2,146,1,94323.90000000001,24.288256227758005,199290,8205.2
L,303.0,311.3,2194,16.5,148,0,94323.90000000001,132.96969696969697,324712,2442.0
L,303.1,311.3,1403,55.6,150,0,94355.03000000001,25.23381294964029,210450,8340.0
H,303.0,311.2,1503,37.0,152,0,94293.59999999999,40.62162162162162,228456,5624.0
L,303.0,311.3,1793,29.3,157,0,94323.90000000001,61.19453924914676,281501,4600.1
L,303.1,311.4,1829,24.5,159,0,94385.34,74.65306122448979,290811,3895.5
M,303.1,311.4,1831,23.3,161,0,94385.34,78.58369098712446,294791,3751.3
M,303.0,311.3,1335,53.6,164,1,94323.90000000001,24.90671641791045,218940,8790.4
H,303.1,311.3,2056,19.7,167,0,94355.03000000001,104.36548223350255,343352,3289.9
L,303.1,311.3,1336,52.6,172,1,94355.03000000001,25.399239543726235,229792,9047.2
L,303.0,311.2,1341,51.0,174,1,94293.59999999999,26.294117647058822,233334,8874.0
M,303.0,311.1,1526,37.3,176,0,94263.3,40.91152815013405,268576,6564.799999999999
L,303.0,311.1,1525,40.7,179,0,94263.3,37.469287469287465,272975,7285.3
M,303.0,311.1,1428,39.8,181,0,94263.3,35.879396984924625,258468,7203.799999999999
L,303.0,311.2,1511,45.7,184,0,94293.59999999999,33.06345733041575,278024,8408.800000000001
L,303.0,311.2,1664,29.8,186,0,94293.59999999999,55.83892617449664,309504,5542.8
M,303.0,311.2,1592,38.9,188,0,94293.59999999999,40.9254498714653,299296,7313.2
M,303.0,311.1,1597,36.7,191,0,94263.3,43.514986376021795,305027,7009.700000000001
L,303.0,311.2,1735,26.1,194,0,94293.59999999999,66.47509578544062,336590,5063.400000000001
L,302.9,311.2,1751,23.8,196,0,94262.48,73.57142857142857,343196,4664.8
L,303.0,311.2,1383,44.6,198,0,94293.59999999999,31.00896860986547,273834,8830.800000000001
M,302.9,311.2,1330,53.7,200,1,94262.48,24.767225325884542,266000,10740.0
L,303.0,311.2,1382,50.5,203,0,94293.59999999999,27.366336633663366,280546,10251.5
L,303.0,311.2,1755,30.4,205,0,94293.59999999999,57.73026315789474,359775,6232.0
M,303.0,311.2,1614,35.7,207,0,94293.59999999999,45.21008403361344,334098,7389.900000000001
L,303.0,311.3,1466,43.0,210,0,94323.90000000001,34.093023255813954,307860,9030.0
M,303.1,311.3,1847,24.7,212,0,94355.03000000001,74.77732793522267,391564,5236.4
L,303.1,311.3,1474,34.8,215,0,94355.03000000001,42.356321839080465,316910,7481.999999999999
L,303.1,311.3,1657,31.8,217,0,94355.03000000001,52.10691823899371,359569,6900.6
L,303.1,311.2,1435,40.1,219,0,94324.72,35.785536159600994,314265,8781.9
H,303.1,311.3,1494,42.7,221,0,94355.03000000001,34.98829039812646,330174,9436.7
L,303.2,311.4,1238,54.6,226,1,94416.48,22.673992673992675,279788,12339.6
L,303.2,311.4,1324,54.2,228,1,94416.48,24.428044280442805,301872,12357.6
L,303.2,311.4,1514,41.2,230,0,94416.48,36.74757281553398,348220,9476.0
L,303.3,311.4,1732,25.6,232,0,94447.62,67.65625,401824,5939.200000000001
L,303.3,311.4,1497,46.0,234,1,94447.62,32.54347826086956,350298,10764.0
L,303.3,311.4,1958,21.5,0,0,94447.62,91.06976744186046,0,0.0
L,303.3,311.4,1630,32.5,2,0,94447.62,50.15384615384615,3260,65.0
M,303.3,311.4,1395,59.1,4,0,94447.62,23.604060913705585,5580,236.4
L,303.3,311.4,1658,30.5,7,0,94447.62,54.36065573770492,11606,213.5
L,303.2,311.4,1349,51.1,9,1,94416.48,26.39921722113503,12141,459.90000000000003
L,303.1,311.2,1452,52.9,11,0,94324.72,27.448015122873347,15972,581.9
M,303.1,311.1,1594,35.5,13,0,94294.41000000002,44.901408450704224,20722,461.5
M,303.1,311.0,1510,47.6,16,0,94264.1,31.72268907563025,24160,761.6
L,303.1,311.1,1854,22.6,19,0,94294.41000000002,82.03539823008849,35226,429.40000000000003
L,303.1,311.2,1626,32.3,21,0,94324.72,50.3405572755418,34146,678.3
L,303.1,311.2,1628,35.2,23,0,94324.72,46.24999999999999,37444,809.6
L,303.1,311.2,1679,34.8,25,0,94324.72,48.24712643678161,41975,869.9999999999999
M,303.1,311.2,1489,44.5,27,0,94324.72,33.46067415730337,40203,1201.5
L,303.2,311.2,1439,43.9,30,0,94355.84,32.779043280182236,43170,1317.0
L,303.3,311.3,1350,48.1,32,1,94417.29000000001,28.066528066528065,43200,1539.2
H,303.3,311.2,1607,31.7,34,0,94386.96,50.694006309148264,54638,1077.8
L,303.3,311.3,1389,53.9,39,0,94417.29000000001,25.769944341372913,54171,2102.1
M,303.3,311.3,1566,46.1,41,0,94417.29000000001,33.96963123644252,64206,1890.1000000000001
M,303.4,311.4,1307,54.0,44,1,94478.75999999998,24.203703703703702,57508,2376.0
M,303.3,311.5,1569,36.6,47,0,94477.95,42.868852459016395,73743,1720.2
H,303.3,311.4,1651,30.6,50,0,94447.62,53.95424836601307,82550,1530.0
H,303.3,311.4,1692,27.9,55,0,94447.62,60.645161290322584,93060,1534.5
M,303.3,311.5,1373,47.3,60,1,94477.95,29.027484143763214,82380,2838.0
L,303.2,311.4,1610,35.5,63,0,94416.48,45.352112676056336,101430,2236.5
L,303.3,311.4,1511,43.4,65,0,94447.62,34.815668202764975,98215,2821.0
L,303.3,311.5,1412,55.6,67,0,94477.95,25.39568345323741,94604,3725.2000000000003
L,303.4,311.5,1501,36.2,69,0,94509.09999999999,41.46408839779005,103569,2497.8
L,303.4,311.5,1414,44.8,71,0,94509.09999999999,31.562500000000004,100394,3180.7999999999997
H,303.5,311.5,1629,33.5,73,0,94540.25,48.62686567164179,118917,2445.5
L,303.4,311.5,1879,21.3,78,0,94509.09999999999,88.21596244131455,146562,1661.4
H,303.5,311.6,1466,47.0,80,0,94570.6,31.19148936170213,117280,3760.0
H,303.6,311.7,1476,40.1,85,0,94632.12000000001,36.80798004987531,125460,3408.5
L,303.6,311.8,1695,30.7,90,0,94662.48000000001,55.21172638436482,152550,2763.0
L,303.6,311.7,1491,39.8,92,0,94632.12000000001,37.46231155778895,137172,3661.6
M,303.6,311.8,1659,34.7,94,0,94662.48000000001,47.80979827089337,155946,3261.8
L,303.6,311.8,1567,31.7,97,0,94662.48000000001,49.43217665615142,151999,3074.9
L,303.6,311.8,1736,32.9,99,0,94662.48000000001,52.765957446808514,171864,3257.1
M,303.6,311.8,1421,44.8,101,1,94662.48000000001,31.718750000000004,143521,4524.799999999999
M,303.6,311.8,1627,30.8,104,0,94662.48000000001,52.824675324675326,169208,3203.2000000000003
M,303.5,311.6,1562,34.2,107,0,94570.6,45.67251461988304,167134,3659.4
L,303.5,311.6,2183,17.0,110,0,94570.6,128.41176470588235,240130,1870.0
L,303.5,311.6,1577,38.1,112,0,94570.6,41.39107611548556,176624,4267.2
M,303.4,311.5,1560,36.4,114,0,94509.09999999999,42.85714285714286,177840,4149.599999999999
M,303.4,311.5,1483,43.0,117,0,94509.09999999999,34.48837209302326,173511,5031.0
L,303.5,311.5,1535,33.3,120,0,94540.25,46.0960960960961,184200,3995.9999999999995
M,303.4,311.4,1606,29.6,122,0,94478.75999999998,54.25675675675675,195932,3611.2000000000003
M,303.4,311.5,1817,24.7,125,0,94509.09999999999,73.56275303643724,227125,3087.5
L,303.4,311.5,1424,50.8,128,0,94509.09999999999,28.031496062992126,182272,6502.4
L,303.3,311.6,1514,34.7,130,0,94508.28000000001,43.63112391930835,196820,4511.0
L,303.4,311.6,1449,41.7,132,0,94539.44,34.748201438848916,191268,5504.400000000001
M,303.5,311.6,1573,34.0,134,0,94570.6,46.26470588235294,210782,4556.0
L,303.4,311.6,1564,41.9,137,0,94539.44,37.326968973747015,214268,5740.3
L,303.5,311.6,1428,46.2,139,0,94570.6,30.909090909090907,198492,6421.8
L,303.5,311.7,1620,31.0,141,0,94600.95,52.25806451612903,228420,4371.0
H,303.5,311.7,1584,32.7,143,0,94600.95,48.44036697247706,226512,4676.1
L,303.6,311.8,1222,66.8,148,1,94662.48000000001,18.293413173652695,180856,9886.4
M,303.6,311.8,1432,42.5,150,0,94662.48000000001,33.694117647058825,214800,6375.0
L,303.7,311.9,1561,33.3,153,0,94724.02999999998,46.87687687687688,238833,5094.9
L,303.6,311.8,1614,33.2,155,0,94662.48000000001,48.614457831325296,250170,5146.0
L,303.5,311.7,1959,22.3,157,0,94600.95,87.847533632287,307563,3501.1
L,303.5,311.8,1944,23.5,159,0,94631.3,82.72340425531915,309096,3736.5
L,303.4,311.7,1793,25.8,161,0,94569.77999999998,69.49612403100775,288673,4153.8
M,303.4,311.6,1446,50.0,163,0,94539.44,28.92,235698,8150.0
L,303.4,311.7,1673,32.2,166,0,94569.77999999998,51.95652173913043,277718,5345.200000000001
M,303.4,311.7,1515,44.2,168,0,94569.77999999998,34.27601809954751,254520,7425.6
L,303.4,311.8,1564,35.9,171,0,94600.12,43.56545961002786,267444,6138.9
L,303.5,311.8,1451,45.2,173,0,94631.3,32.10176991150442,251023,7819.6
H,303.4,311.8,1693,28.3,175,0,94600.12,59.82332155477032,296275,4952.5
L,303.4,311.7,1476,42.3,180,0,94569.77999999998,34.8936170212766,265680,7613.999999999999
L,303.4,311.6,1712,30.1,182,0,94539.44,56.87707641196013,311584,5478.2
M,303.4,311.6,1425,45.4,184,0,94539.44,31.387665198237887,262200,8353.6
L,303.3,311.6,1337,56.8,187,1,94508.28000000001,23.5387323943662,250019,10621.6
M,303.4,311.7,1690,34.9,189,0,94569.77999999998,48.42406876790831,319410,6596.099999999999
